company,added_date,description,website,headcount,employees,country,region,city,url_slug,ownership_type,founded,total_funding_m,last_funding_amount_m,last_funding_date,last_funding_type,last_funding_lead_investor,investor_type,investors,investment_count,company_address,growth_3mo_headcount,growth_6mo_headcount,growth_1yr_headcount,growth_2yr_headcount,growth_3yr_headcount,growth_4yr_headcount,growth_5yr_headcount,growth_3mo_web_traffic,growth_extra_1,growth_extra_2,source_page,source_row,qa_pass,qa_flags
Waitwhile,"Jul 28, 2025 12.57 PM",Waitwhile is a technology company that provides customer flow management__,waitwhile.com,11-50,,United States,(USA),California,San Francisco,Venture Capital,2017,12,,"Feb 3, 2021",Series,Crv,nla,Crv,12,"548 Market St; San Francisco, California 94104,US",5%,8%,8 %,15%,15 %,2%,-11%,123%,166%,-19%,3,10,yes,
Rewaa,"Jul 28, 2025 12.57 PM",ely is a technology company specializing in retail management software solutions It_,rewaatech.com,201-500,475,Saudi Arabia,Riyadh,Riyadh,rewaa-company,Venture Capital,2018,27.8,48,"Aug 27, 2023",Series,Derayah Venture Capital,nla,Svc,48,"Anas Bin Malek Road; Al Malqa, Riyadh 11564, SA",-5%,~7%,7%,15%,98%,295%,058%,059%,2%,,3,11,yes,
LeanDNA,"Jul 28, 2025 12.57 PM",LeanDNA is in inventory optimization and supply chain_. software company specializing,leandna.com,51-200,101,(USA),United States,Texas,Austin,Venture Capital,2014,19.5,,"Dec 10, 2019",,,,,,"611 $ Congress Ave; Suite 300; Austin, Texas 78704,US",5%,3%,6 %,~17%,23%,31%,102%,26%,,,3,12,no,missing_last_funding_type
Makersite,"Jul 28, 2025 12.57 PM",Makersite is in product lifecycle intelligence and_ software company specializing,makersite.io,51-200,,Germany,Baden -,Wirttemberg,Stuttgart,Venture Capital,2018,,,"Oct 17, 2022",Series,Hitachi Ventures,nla,Hitachi Ventures,,"KonigstraBe 43b; Stuttgart; Baden-Wiirttemberg 70173, DE",13%,32%,64%,154%,431%,963%,-20%,,,,3,13,yes,
Safesite,"Jul 28, 2025 12.57 PM",Safesite is a safety management software provider that offers a comprehensive platfor__,safesitehq.com,11-50,,(USA),United States,California,San Francisco,Venture Capital,2014,58.1,,"Jan 18,2022",,,,,,"1169 Howard St; San Francisco, California, US",12%,4%,-11%,~34%,53%,187%,25%,,,,3,14,no,missing_last_funding_type
Eupry,"Jul 28, 2025 12.57 PM",Eupry is temperature compliance solutions for__ company that specializes in,eupry.com,51-200,,Denmark,nla,Copenhagen,elpry-aps,Venture Capital,2014,27.6,23.8,"Dec 19, 2024",Series,Chr: Augustinus Fabrikker,nja,Chr: Augustinus F:,,"~Hejrevej 28; 1; Copenhagen N, Capital Region of Denmark 2400,",17%,23%,35%,40%,110%,207%,-24%,,,,3,15,yes,
bijnis,"Jul 28, 2025 12.57 PM",Bijnis is a digital platform that focuses on revolutionizing the manufacturing sector by__,bijnis.com,201-500,682,India,Delhi,New Delhi,bijnisdotcom,Private Equity,2015,41.6,29.7,"Sep 27, 2021",,,,,,"Industrial Estate; New Delhi, Delhi 110044, IN",3%,6%,6 %,11%,15%,65%,255%,595%,16 %,,3,16,no,missing_last_funding_type
Dispatchlt,"Jul 28, 2025 12.57 PM",Dispatch is a logistics company specializing in last-mile delivery solutions It offers a_,dispatchit.com,51-200,356,United States,(USA),Minnesota,Bloomington,Venture Capital,2016,32,,,,,,,32,"1401 W 94th Street; Bloomington, MN 55431, US",5%,17%,24%,42%,76 %,161%,182%,,,,3,17,no,missing_last_funding_type
Worldly,"~Jul 28, 2025 12.57 PM",Worldly is a sustainability consulting company that provides tools and insights for brands__.,worldly.io,51-200,183,(USA),United States,California,Concord,Private Equity,2019,64,,"Apr 26,2022",,,,,64,"Concord, California, US",3%,15%,12%,22%,85 %,,,,,,3,18,no,missing_last_funding_type
Onebrief,"Jul 28, 2025 12.57 PM",Onebrief is company that provides innovative tools for_ military planning software,onebrief.com,51-200,188,United States,(USA),Hawaii,Honolulu,Venture Capital,2019,119.8,23.6,"Jun 15, 2025",,,,,,"3161 Ala Ilima St; Honolulu; Hawaii 96818,US",16 %,46%,129%,506%,005%,250%,660%,,,,3,19,no,missing_last_funding_type
Agrim,"Jul 28, 2025 12.57 PM",Agrim Wholesale Private Limited is a BZB marketplace specializing in agri-inputs. The_,agrim.app,201-500,815,India,Haryana,Gurugram,acirimwpl,Venture Capital,2020,32.9,17.3,"Aug 29,2024",,,,,,"Sector 66 Road; Spaze Business Park; Gurugram, Haryana",25%,32%,55%,59%,,,,,,,3,20,no,missing_last_funding_type
Logiwa,"Jul 28, 2025 12.57 PM",Logiwa is warehouse management and fulfillment__. software company specializing in,logiwa.com,51-200,139,United States,(USA),Illinois,Chicago,Private Equity,2017,38.9,,"Oct 23,2022",,,,,,"233 5 Wacker Dr; Suite 4400; Chicago, Illinois 60606, US",3%,-0%,0%,-14%,-16 %,21%,131%,195%,-57%,,3,21,no,missing_last_funding_type
ifesca GmbH,"Jul 28, 2025 12.57 PM",itesca GmbH is an energy management company that specializes in providing__,ifesca.de,11-50,,Germany,Thuringia,Ilmenau,ifosca,Venture Capital,2016,18.5,2.2,"Feb 29,2024",,,,,,"Am Vogelherd 10; Ilmenau; Thuringen 98693, DE",8 %,-10%,-19%,3%,41%,54%,,,,,3,22,no,missing_last_funding_type
Afresh,"Jul 28, 2025 12.57 PM",Afresh is that specializes in software solutions for_ grocery retail technology provider,afresh.com,51-200,166,(USA),United States,California,San Francisco,Private Equity,2017,147.8,115,"Aug 3,2022",,,,,115,"33 New Montgomery St; San Francisco, California 94105, US",-1%,5%,~2%,-2%,~15%,0%,176 %,348%,148%,,3,23,no,missing_last_funding_type
CloudCart,"Jul 28, 2025 12.57 PM",CloudCart is an eCommerce platform that provides comprehensive solutions for_,cloudcart.com,11-50,,Bulgaria,Sofia City,Sofia,cloudcart-Ilc,Venture Capital,2016,,,"Dec 19, 2021",Series,Elevator Ventures,nja,Elevator Ventures,,"ulitsa Panorama Sofia 5; Sofia, Sofia 1766,BG",5%,-9%,9%,-18%,-18 %,~4%,17%,14%,269%,-10%,3,24,yes,
Pietra,"Jul 28, 2025 12.57 PM",Pietra is an e-commerce platform for entrepreneurs__ technology company that provides,pietrastudio.com,11-50,106,(USA),United States,New York,New York,Venture Capital,2019,36,,"Mar 10, 2023",Series,Abstract,nja,Dreamers VC,36,"New York, NY 11201,US",3%,8 %,8%,13%,~47%,265%,077%,960%,,,3,26,yes,
FreightAmigo,"Jul 28, 2025 12.57 PM",FreightAmigo is a logistics company that specializes in supply chain management an_.,freightamigo.com,51-200,,S.A.R,Hong Kong,nla,nla,Venture Capital,2017,,,"Aug 9, 2020",Series,nja,nja,nja,,Tong;,9%,27%,64%,360%,-2%,,,,,,3,27,yes,
Khetika,"Jul 28, 2025 12.57 PM",SuperZop is an agri-tech company that connects farmers to retailers through a.,superzop.com,51-200,,India,Maharashtra,Mumbai,sliperzop,Private Equity,2016,5.2,,"Sep 19, 2021",Series,Incofin Investment Manage,nla,SIDBI Venture Cap,,"Mumbai, IN",5%,13%,20%,26%,70%,262%,346%,204%,,,3,29,yes,
zeroheight,"Jul 28, 2025 12.57 PM",zeroheight is a design system management platform that provides tools for design and__,zeroheight.com,11-50,,e United Kingdom,(UK),England,London,Venture Capital,2015,11.2,,"Aug 2, 2021",Series,Adobe,nla,Newable,,"London, England, GB",1%,188%,733%,17%,,,,,,,3,30,yes,
Betterworks,"Jul 28, 2025 12.57 PM",Betterworks is a performance management software provider that offers intelligent_.,betterworks.com,51-200,208,(USA),United States,California,Menlo Park,Venture Capital,2013,161.5,,"Nov 14,2024",,,,,,"101 Jefferson Drive; Ist Floor; Menlo Park; CA 94025,US",6%,7%,~2%,2%,0%,43%,66%,,,,3,32,no,missing_last_funding_type
Rush ReCommerce,"Jul 28, 2025 12.57 PM",Rush ReCommerce is a returns management company ' specializing in ecommerce solutio_ rushrecommerce cor,,51-200,,United States,(USA),Nebraska,Omaha,Venture Capital,2017,12.9,12.9,"Jul 24,2022",Series,Advantage Capital,nla,Advantage Capital,,,-15%,200%,,,,,,,,,3,33,no,missing_website
Hubilo,"Jul 28, 2025 12.57 PM",Hubilo is a technology company specializing in webinar software and event marketing_.,hubilo.com,51-200,131,(USA),United States,California,San Francisco,Venture Capital,2020,153,125,"Oct 11, 2021",,,,,125,"94111, US",9%,-11%,11%,~25%,25%,-56 %,-64%,-48%,147%,-55%,3,34,no,missing_last_funding_type
Pando,"Jul 28, 2025 12.57 PM","Jul 28, 2025 12.57 PM Pando is a technology company specializing in Al-powered supply chain management _",pando.ai,201-500,277,United States,(USA),Illinois,Chicago,Venture Capital,2018,30,,"May 2, 2023",,,,,30,"220 N, Green St; Chicago, IL 60607, US",4%,-3%,3%,9%,7%,-24%,,,,,3,35,no,missing_last_funding_type
TallOrder Solutions,"Jul 28, 2025 12.57 PM",TallOrder Solutions Pty (Ltd) is TallOrder Solutions Pty (Ltd) is a company that provides point of sale solutions tailored fort__. provides point of sale solutions tailored fort_. company that,tallorderpos.com,11-50,,South Africa,Western Cape,Paarl,cloudonemobi,Other Financial,2010,,,"Jan 24,2022",Series,Series /=,Investec Business Advisor},nla,,"8005, ZA",2%,15%,27%,48%,,,,,,,3,36,yes,
ARZERENRTIRA,"Jul 28, 2025 12.57 PM","Jul 28,2025 12:57 PM Qince is sales management software and image_ technology company specializing in technology company 'specializing in",waiqin365.com,201-500,,China,Jiangsu,Nanjing,%e5%8d997%e4_,Venture Capital,2012,0.7,,"Jun 14,2022",,,,,,"0R,A5 , CN",-1%,40%,30%,~25%,-40%,-22%,222%,,,,3,37,no,missing_last_funding_type
REM People,"Jul 28, 2025 12.57 PM","Jul 28, 2025 12.57 PM Rem People is Rem People is a retail analytics company based in Istanbul and__ retail technology and technology and",rempeople.com,201-500,190,Turkey,istanbul,Istanbul,rem-people,Other Financial,2014,25,,"Dec 27, 2022",Series,Series A=,ethosasset com,Other Financial,25,"Now Plaza K:6 D.55; Istanbul, Sisli 34394, TR",3%,8 %,-8%,-8 %,6%,6 %,55%,77%,196%,196 %,3,38,yes,
Company,"Jul 28, 2025 12.57 PM",Sourcemap is a supply chain management software provider that offers solutions for_,sourcemap.com,51-200,,United States,(USA),New York,New York,Venture Capital,2011,,,"Jun 5,2023",,,,,,York;,~3%,3%,-11%,-13%,-28%,28%,129%,342%,1%,,3,39,no,missing_last_funding_type
ImageDT BEE#E,"Jul 28, 2025 12.57 PM",Prometheus is specializing in time series data collection snecializing in time ceries data collection software company an -,imagedt.com,51-200,48,China,Guangdong,Guangzhou,iniagedt%e5%9b _,Venture Capital,2016,11.5,,"Oct 25, 2020",,,,,,"065110665; C2809;/Wm,r5Z 510000, CN",2%,~2%,-2%,-14%,-11%,14%,84%,,,,3,40,no,missing_last_funding_type
inVia Robotics,"Jul 28, 2025 12.57 PM",provider that specializes in enhancing-_ inVia Robotics is a warehouse automation,inviarobotics.com,11-50,,(USA),United States,California,Los Angeles,Venture Capital,2015,59,,"Jul 27, 2021",,,,,59,"5701 Lindero Canyon; Westlake Village, CA 91362,US",3%,71%,~1%,8 %,-8 %,-14%,-35%,20%,59%,,3,41,no,missing_last_funding_type
Oro Inc,"Jul 28, 2025 12.57 PM",Oro Inc is eCommerce and CRM solutions. They offer _. software company specializing in,oroinc.com,51-200,121,(USA),United States,California,Los Angeles,Private Equity,2012,25,,"Jan 18, 2023",,,,,25,"1901 Avenue of the Stars; Suite 1900; Los Angeles, California",15%,34%,44%,,,,,,,,3,42,no,missing_last_funding_type
OrderStorm Inc,"Jul 28, 2025 12.57 PM",specializing in unified commerce solutions_. OrderStorm is a technology company,orderstorm.com,51-200,,United States,(USA),Colorado,Littleton,Venture Capital,2008,0.8,0.5,"Mar 4, 2019",Series,Rockies Venture Club,nla,Rockies Venture C,,"Mar 4, 2019",,,,,,,,,,,3,43,yes,
Replenium,"Jul 28, 2025 12.57 PM",specializing in Replenium Inc. is a technology provider commerce solutions: They_.,replenium.com,51-200,,(USA),United States,Washington,Seattle,Other Financial,2015,,,"Nov 6, 2019",Series,Glp,nla,Glp,,"568 Ist Ave S; Seattle, Washington 98104, US",8%,-21%,21%,~21%,45%,~54%,-56 %,-35%,-18 %,,3,44,yes,
Workpath,"Jul 28, 2025 12.57 PM",Workpath is a business solutions provider specializing in strategy execution and__,workpath.com,51-200,,Germany,Bavaria,Munich,workpathhq,Venture Capital,2017,12.4,12.4,"Sep 8, 2021",Series,Capnamic,nla,Iris,,"RidlerstraBe 39; Munich, Bavaria 80339,DE",2%,~2%,~20%,-20%,56%,-68 %,-22%,46%,8 %,,3,45,yes,
EXA@#t WRTJRA&,"Jul 28, 2025 12.57 PM",specializing in retail technology solutions_ Burgeon Technology is a software company,burgeon.cn,201-500,,China,Shanghai,Minhang,e4%b8%8a%e6_,Venture Capital,1990,15.1,14.7,"Jul 30, 2018",Series,Calor Capital,nla,Fengshion Capital,,"Jul 30, 2018",~1%,5%,6 %,16 %,96%,,,,,,3,46,yes,
Planet FWD,"Jul 28, 2025 12.57 PM",Planet FWD is a consulting firm specializing in decarbonization solutions for businesses in__.,planetfwd.com,11-50,,(USA),United States,California,San Francisco,Venture Capital,2019,15.2,,"May 25,2022",Series,Acre Venture Partners,nla,Concrete Rose Ca,,"San Francisco, US",2%,-7%,7%,5%,40%,216 %,850%,-30%,,,3,47,yes,
Geniemode,"Jul 28, 2025 12.57 PM",platform that specializes in supply chain__. Geniemode is tech-powered sourcing,geniemode.com,201-500,237,India,Haryana,Gurugram,guniemode,Private Equity,2021,87.2,26,"Feb 23, 2025",,,,,26,"Gurgaon, Haryana 122015, IN",-4%,0%,4%,23%,137%,533%,54%,,,,3,48,no,missing_last_funding_type
Tjek,"Jul 28, 2025 12.57 PM",Tjek is a digital marketing agency that specializes in providing automated digital__.,tjek.com,11-50,,Denmark,nla,Copenhagen,~tjuk,Venture Capital,2009,,,"Feb 20, 2012",,,,,,"Copenhagen, DK",~1%,-18%,25%,38%,51%,-49%,,,,,3,50,no,missing_last_funding_type
VARStreet Inc.,"Jul 28, 2025 12.57 PM",VARStreet Inc: is a business management software provider that offers an all-in-one_,varstreetinc.com,51-200,,United States,(USA),nla,nla,Venture Capital,1999,13.2,1.2,"Jun 8, 2003",,,,,,"01803, US",~2%,-3%,3%,10%,28%,30%,54%,~22%,,,3,51,no,missing_last_funding_type
SideChef,"Jul 28, 2025 12.57 PM","SideChef is comprehensive range of recipes, meal__ cooking platform that offers a",sidechef.com,51-200,,(USA),United States,California,San Jose,Venture Capital,2013,,,"Feb 28,2023",,,,,,"3413 Mira Vista Circle; San Jose, CA 95132, US",11%,8%,8 %,-3%,-19%,-24%,-9%,0%,,,3,53,no,missing_last_funding_type
Raft,"Jul 28, 2025 12.57 PM",Raft is a logistics technology provider that offers a range of solutions aimed at_ raftai,,51-200,137,% United Kingdom,(UK),England,London,Venture Capital,2017,47.9,,"Jul 10, 2023",,,,,,"55 Southwark Street; Southwark; London; England SEI 1RU, GB",-1%,0%,~2%,2%,16 %,,,,,,3,54,no,missing_website | missing_last_funding_type
Tiled,"Jul 28, 2025 12.57 PM",Tiled is an interactive content platform that enables businesses to create engaging sale _,tiled.co,51-200,,(USA),United States,California,San,Private Equity,2016,17.5,13.7,"Sep 7, 2021",,,,,,"11848 Bernardo Plaza Ct; Ste 110; San Diego, California 92128,",6 %,3%,-16%,-43%,44%,-22%,~34%,,,,3,56,no,missing_last_funding_type
jitiaei^TIRA,"Jul 28, 2025 12.57 PM",China Industrial Internet Research Institute is public entity focused on enhancing the_.,maidiyun.com,51-200,,China,Zhejiang,Hangzhou,%e8%bf%/88%e8_,,2015,1.6,,"Mar 12, 2018",,,,,,"MmmTike=1116 56013; #mm, #;IFT 310000, CN",9%,18 %,15%,11%,40%,~72%,,,,,3,57,no,missing_last_funding_type
MMZA #NITR'&,"Jul 28, 2025 12.57 PM",is a data analytics and consulting firm _ Hangzhou LineZone Data Technology Co Ltd,linezonedata.com,51-200,,China,Zhejiang,Hangzhou,%e6%9d%ad%e5_,Venture Capital,2015,2.2,,"Jan 14, 2018",,,,,,"MNeiE*i6i64513C0+61201; MLMH7, MI 310052, CN",2%,~5%,4%,19%,,,,,,,3,59,no,missing_last_funding_type
GearLaunch,"Jul 28, 2025 12.57 PM",GearLaunch is an e-commerce platform that specializes in print-on-demand services __.,gearlaunch.com,51-200,237,(USA),United States,Utah,Salt Lake City,Venture Capital,2014,4.8,4.8,"Jul 25, 2017",,,,,,"5570 W 1730 S; Ste 900; Salt Lake City, Utah 84104,US",2%,6%,6 %,26%,68%,104%,132%,185%,,,3,60,no,missing_last_funding_type
AdAdapted,"Jul 28, 2025 12.57 PM",AdAdapted is that specializes in providing marketing_ mobile advertising company,adadapted.com,51-200,,(USA),United States,Michigan,Ann Arbor,Venture Capital,2012,7.4,,"Jul 13,2020",,,,,,"206 E Huron St; Ann Arbor; Michigan 48104, US",0%,5%,7%,40%,136 %,-14%,,,,,3,62,no,missing_last_funding_type
fabric,"Jul 28, 2025 12.57 PM",fabric is a software company specializing in e-commerce technology solutions for retaile_ fabric inc,,51-200,571,United States,(USA),Washington,Seattle,Private Equity,2017,293.5,140,"Feb 23,2022",,,,,58,"111 $ Jackson St; Seattle, Washington 98104,US",~1%,0%,11%,21%,36 %,191%,867%,-30%,,,3,63,no,missing_website | missing_last_funding_type
cargo.one,"Jul 28, 2025 12.57 PM",cargo.one is a logistics technology company that provides digital platform for freight_,,51-200,173,Germany,Berlin,Berlin,Ctirgoone,Venture Capital,2017,63.8,,"Dec 16,2020",,,,,,"Berlin, DE",21%,30%,34%,39%,118 %,343%,87%,,,,3,65,no,missing_website | missing_last_funding_type
Stonly,"Jul 28, 2025 12.57 PM","Stonly is a software company that specializes in customer service solutions, offering_.",stonly.com,51-200,,France,ile-De-France,Paris,stonly,Venture Capital,2018,25.5,,"Jan 26,2022",,,,,,"Paris, 92300, FR",3%,4%,~5%,5%,-19%,103%,293%,-33%,,,3,66,no,missing_last_funding_type
MarketUP,"Jul 28, 2025 12.57 PM",MarketUP is that offers comprehensive ERP solution_. business management platform,marketup.com,11-50,,Brazil,Sao Paulo,Sao Paulo,marketup brasil,Venture Capital,2012,9.5,7.8,"Apr 1, 2019",,,,,,"Avenida Paulista,854; 170 andar; Sao Paulo, Sao Paulo 01310913,",8 %,9%,~15%,-15%,-18 %,-18%,-13%,,,,3,68,no,missing_last_funding_type
"Webgility, Inc","Jul 28, 2025 12.57 PM",Webgility is that specializes in ecommerce automation &. white-collar service company,webgility.com,51-200,170,United States,(USA),Arizona,Scottsdale,Corporate,2007,8.9,6.4,"Sep 19, 2017",,,,,,"6991 E Camelback Rd; D2O4; Scottsdale, Arizona 85251,US",10%,,,,,,,,,,3,69,no,missing_last_funding_type
TradeLink,"Jul 28, 2025 12.57 PM",TradeLink is offers collaborative platform for supply _ logistics software provider that tradelinkco,,11-50,,Germany,Bavaria,Munich,tr adelinkcompany,Private Equity,2020,,,"Jun 20, 2022",,,,,,"Leopoldstr: 8; Munich; Bayern 80802 , DE",6%,3%,~1%,-1%,-9%,19%,139%,887%,~27%,,3,70,no,missing_website | missing_last_funding_type
Javelot,"~Jul 28, 2025 12.57 PM",post-/ Javelot is an Agritech company specializing in harvest solutions for the agricultural__ javelot-,agriculture.com,51-200,,France,Hauts-De-France,Villers -,Bretonneux,Private Equity,2018,10.6,9.6,,,,,,,"France 59700, FR",9%,22%,38%,38 %,256%,355%,530%,,,,3,71,no,missing_last_funding_type
Lambent,"Jul 28, 2025 12.57 PM",specializing in space planning solutions. Lambent Spaces is a software company Lambent Spaces is specializing in space planning solutions Th__. software company Th _.,lambentspaces.com,11-50,,(USA),United States,Massachusetts,Boston,Venture Capital,2016,27.1,,"Aug 23, 2021",,,,,,"Boston; MA, US",9%,11%,5%,-14%,~22%,,,,,,3,72,no,missing_last_funding_type
Anchanto,"Jul 28, 2025 12.57 PM","Jul 28,2025 12:57 PM specializing in specializing in e-commerce and supply chai__ Anchanto is a technology company Anchanto is technology company commerce ad supply chai__ anchanto com",anchanto.com,201-500,309,Singapore,nla,nla,nja,Venture Capital,2011,20.1,12.1,"Aug 13,2020",,,,,34,"75 High Street; #01-01 The Co; Singapore, Singapore 179435,SG",-1%,4%,43%,3%,~2%,-2%,19%,75%,228%,225%,3,73,no,missing_last_funding_type
Shipwell,"Jul 28, 2025 12.57 PM","Jul 28, 2025 12.57 PM Shipwell is a specializing in transportation management _ Shipwell is a logistics technology provider specializing in transportation management_. logistics technology provider",shipwell.com,51-200,,United States,(USA),Texas,Austin,Venture Capital,2016,35,,"Oct 23, 2019",,,,,35,"515 Congress Ave; Suite 2850; Austin, Texas 78701, US",4%,6%,6 %,38%,-40%,-33%,-10%,~48%,-48%,,3,74,no,missing_last_funding_type
"Jul 28,2025 12:57 PM","Jul 28, 2025 12.57 PM",Xentral is a software company that provides ERP solutions tailored for commerce and:_.,xentral.com,201-500,198,Germany,Bavaria,Augsburg,xeintralsoftware,Venture Capital,2008,94.6,74.6,"Aug 16, 2021",,,,,,"FuggerstraBe 11; Augsburg; Bayern 86150, DE",2%,5%,8%,-7%,73%,518%,518 %,221%,-21%,,3,75,no,missing_last_funding_type
Diginex,"Jul 28, 2025 12.57 PM",Diginex is Diginex is a sustainability software provider that specializes in ESG reporting and supply_ sustainability software provider diginex -,solutions.com,51-200,,S.A.R,Hong Kong,nla,nla,Public,2017,,,"Jul 28, 2021",Series,0 Hearst Magazines,Hearst Magazines,nja,,Kong;',,,,,,,,,,,3,77,yes,
GoExpedi,"Jul 28, 2025 12.57 PM",GoExpedi is an industrial supply company that revolutionizes the supply chain for heavy_.,goexpedi.com,51-200,,(USA),United States,Texas,Houston,Private Equity,2017,108.3,,"Nov 22, 2022",,,,,,"8844 N Sam Houston Pkwy W; Suite 210; Houston, Texas 77064,",-14%,-16 %,16 %,-49%,-66 %,68%,-47%,,,,3,83,no,missing_last_funding_type
Sera Systems,"Jul 28, 2025 12.57 PM",Sera Systems Inc is a software company that provides field service management solution_,sera.tech,11-50,,(USA),United States,nla,nla,Venture Capital,2018,11.7,,"May 24, 2023",,,,,,"923 Minters Chapel Rd; Suite 200; Grapevine, Texas 76051, US",421%,-28%,-10%,2%,135%,-26%,,,,,3,86,no,missing_last_funding_type
Tezign #J24,"Jul 28, 2025 12.57 PM",Tezign is a digital marketing agency specializing in content creation and _,tezign.com,201-500,136,China,Shanghai,Shanghai,tezign,Private Equity,2015,51.1,,"Oct 24, 2021",,,,,,"""IAKES+Owework; 412; Eam, Eivm 200000, CN",~3%,3%,5%,-12%,-7%,49%,53%,,,,3,87,no,missing_last_funding_type
Hyperlounge,"Jul 28, 2025 12.57 PM",44-41 0/0[42l2Tl is a data analysis service company that provides subscription-based_,hyperlounge.ai,51-200,,South Korea,Seoul,Seoul,Iperlounge,Venture Capital,2020,7.8,7.8,,Series,Altara Ventures,nja,rkpsg com,,"485443374452 130; 4s2itji2 14012; 48544,",-8%,-32%,32%,30%,40%,133%,,,,,3,88,yes,
enVista,"Jul 28, 2025 12.57 PM",enVista is a consulting firm specializing in supply chain strategy and enterprise _,envistacorp.com,201-500,491,(USA),United States,Indiana,Carmel,Venture Capital,2002,16.1,50,"Nov 30, 2010",,,,,50,"11555 N. Meridian St , Suite 300; Carmel, IN 46032,US",0%,1%,4%,-17%,-36 %,~27%,18 %,5%,,,3,89,no,missing_last_funding_type
Curri,"Jul 28, 2025 12.57 PM",Curri is a logistics company specializing in last-mile delivery services for construction_.,curri.com,51-200,,United States,(USA),California,Ventura,Venture Capital,2018,48.1,,,,,,,,"Ventura, California 93001,US",7%,11%,21%,43%,46%,276%,261%,16 %,,,3,90,no,missing_last_funding_type
PlanRadar,"Jul 28, 2025 12.57 PM",PlanRadar is a software company that provides digital platform for construction__.,planradar.com,201-500,445,Austria,Vienna,Vienna,planradar,Private Equity,2013,103.1,67.9,"Jan 19,2022",,,,,,"Wien, Wien 1010, AT",1%,4%,35%,155%,373%,2%,,,,,3,92,no,missing_last_funding_type
Meal Ticket,"Jul 28, 2025 12.57 PM",Meal Ticket is a software company that provides specialized solutions for foodservi__.,mealticket.com,51-200,,United States,(USA),Idaho,Boise,Venture Capital,2010,,,"Jul 14,2015",Series,Techstars,Corporate,Techstars,,"1555 SHORELINE DRIVE; #150; BOISE, Idaho 83702,US",3%,10%,6%,51%,127%,156%,,,,,3,93,yes,
4intelligence,"~Jul 28, 2025 12.57 PM",4intelligence is consulting firm that specializes in providing_. data analytics and,4intelligence.ai,51-200,,Brazil,nla,nla,4intelligence-data-,Other Financial,2016,,,"Jun 21, 2021",Series,Airborne Ventures,nja,Airborne Ventures,,"Alameda Santos; 2400; Alameda Santos, 2400, Jardim Paulista ,",5%,-2%,~22%,-22%,~34%,-23%,1%,28%,,,3,95,yes,
Smacc,"Jul 28, 2025 12.57 PM",SMACC is a software company that specializes in providing enterprise resource__,smacc.com,51-200,,Saudi Arabia,Riyadh,Riyadh,srnaccsoftware,Venture Capital,1980,,,"Dec 31, 2016",Series,nja,nja,nja,,"Eastern Ring Road, Exit 14, Al Riyan Area Riyadh, Saudi Arabia;",23%,94%,117%,105%,516 %,750%,-18%,,,,3,96,yes,
Verity,"Jul 28, 2025 12.57 PM",Verity is automated inventory management solutions__ technology company specializing in,verity.net,51-200,178,Switzerland,Zurich,Zurich,verity-studios,Venture Capital,2014,,,"Jul 10, 2023",,,,,,"Binzmiihlestrasse 81; Zurich, CH",4%,5%,~10%,10%,37%,85%,187%,43%,,,3,98,no,missing_last_funding_type
Praktis,"Jul 28, 2025 12.57 PM",Praktis is a supply chain solutions provider that specializes in manufacturing and logisti__,praktis.co,201-500,210,Indonesia,Jakarta,South Jakarta,plakasa-triputra -,Venture Capital,2017,20,,"Apr 30,2023",Series,East Ventures,nja,East Ventures,20,"Jakarta, ID",8 %,-10%,1%,9%,165%,600%,400%,19%,,,3,99,yes,
Tradlinx,"Jul 28, 2025 12.57 PM","Tradlinx is a offers the Zimgo service, logistics software provider that cloud-based__.",tradlinx.com,51-200,,S.A.R,Hong,Kong,Hong Kong Island,Venture Capital,2015,9.5,,"Nov 14,2022",,,,,,"WEST SAI; YING PUN; HONG KONG, HK",6 %,9%,7%,45%,314%,-14%,,,,,3,100,no,missing_last_funding_type
Fresho,"Jul 28, 2025 12.57 PM",Fresho is wholesale food supply management: It offer_ software provider specializing in,fresho.com,51-200,,Australia,Victoria,Melbourne,fresho-,Venture Capital,2016,34.2,,"Nov 25, 2024",,,,,,"412 St Kilda Rd; Melbourne, Victoria 3004, AU",7%,11%,28%,35%,37%,88%,220%,,,,3,101,no,missing_last_funding_type
Logixboard,"Jul 28, 2025 12.57 PM",Logixboard is a logistics technology provider that offers a customer experience platform_.,logixboard.com,51-200,,United States,(USA),Washington,Seattle,Private Equity,2016,50.8,,,,,,,,"1100 NE Campus Pkwy; Suite 200; Seattle, Washington 98105,",~2%,2%,-41%,-60%,-52%,27%,206%,4%,,,3,102,no,missing_last_funding_type
Ugaoo,"Jul 28, 2025 12.57 PM","Ugaoo is an online plant store specializing in a wide range of gardening products, including_.",ugaoo.com,51-200,147,India,Maharashtra,Pune,uilaoo,Venture Capital,2015,5.6,,"Nov 11, 2024",Series,DSG Consumer Partners,nla,v3 Ventures,,"Maharashtra 411045, IN",5%,10%,31%,96%,286%,600%,818%,,,,3,104,yes,
Mappedin,"Jul 28, 2025 12.57 PM",Mappedin Inc_ is a mapping software provider specializing in indoor mapping and navigatio_.,mappedin.com,51-200,95,FI Canada,Ontario,Waterloo,mappedin,Private Equity,2011,16.1,8.6,"Feb 21, 2023",Series,Channel Equity Partners,nla,Channel Equity Pa,,"14 Erb St W; Waterloo, Ontario NZL 1S7, CA",~1%,2%,-7%,28%,48%,86 %,,,,,3,105,yes,
